Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-10-04 11:30:00-04:00,255.9499969482422,257.6679992675781,255.30999755859375,257.45001220703125,14021932,0.0,0.0
2023-10-04 12:30:00-04:00,257.44769287109375,258.45989990234375,256.784912109375,257.1300048828125,12204507,0.0,0.0
2023-10-04 13:30:00-04:00,257.1499938964844,258.05999755859375,256.4100036621094,257.9599914550781,10746374,0.0,0.0
2023-10-04 14:30:00-04:00,257.9599914550781,260.5198974609375,257.739990234375,260.05999755859375,14179173,0.0,0.0
2023-10-04 15:30:00-04:00,260.0799865722656,261.8599853515625,259.95001220703125,261.260009765625,11828902,0.0,0.0
2023-10-05 09:30:00-04:00,260.0,263.6000061035156,257.57000732421875,259.6549987792969,39191467,0.0,0.0
2023-10-05 10:30:00-04:00,259.6499938964844,259.75,256.25,258.0415954589844,19436712,0.0,0.0
2023-10-05 11:30:00-04:00,258.0400085449219,260.0,257.23419189453125,259.71990966796875,14497042,0.0,0.0
2023-10-05 12:30:00-04:00,259.69061279296875,260.1000061035156,257.9501037597656,259.48199462890625,11373685,0.0,0.0
2023-10-05 13:30:00-04:00,259.4700012207031,261.95001220703125,259.010009765625,261.6600036621094,12700528,0.0,0.0
2023-10-05 14:30:00-04:00,261.6650085449219,262.3900146484375,260.2650146484375,260.7715148925781,12375026,0.0,0.0
2023-10-05 15:30:00-04:00,260.7699890136719,261.1499938964844,259.82000732421875,260.1000061035156,7225859,0.0,0.0
2023-10-06 09:30:00-04:00,253.97999572753906,255.0800018310547,250.64999389648438,254.25,39211808,0.0,0.0
2023-10-06 10:30:00-04:00,254.27999877929688,255.50379943847656,252.99000549316406,254.16000366210938,18894536,0.0,0.0
2023-10-06 11:30:00-04:00,254.1999969482422,258.3799133300781,254.125,257.64990234375,16434167,0.0,0.0
2023-10-06 12:30:00-04:00,257.6300048828125,260.2799987792969,257.32000732421875,259.7893981933594,12139136,0.0,0.0
2023-10-06 13:30:00-04:00,259.79998779296875,260.6199951171875,258.760009765625,260.5707092285156,10399041,0.0,0.0
2023-10-06 14:30:00-04:00,260.5889892578125,261.6499938964844,260.4703063964844,261.3799133300781,11619039,0.0,0.0
2023-10-06 15:30:00-04:00,261.3599853515625,261.3800048828125,260.260009765625,260.54998779296875,6859176,0.0,0.0
2023-10-09 09:30:00-04:00,255.30999755859375,256.6199951171875,253.47000122070312,254.91000366210938,27717739,0.0,0.0
2023-10-09 10:30:00-04:00,254.9138946533203,255.24000549316406,252.0500030517578,253.2899932861328,15205208,0.0,0.0
2023-10-09 11:30:00-04:00,253.86000061035156,255.67999267578125,253.0800018310547,255.36000061035156,11481068,0.0,0.0
2023-10-09 12:30:00-04:00,255.335693359375,255.8800048828125,254.1199951171875,255.77999877929688,9168604,0.0,0.0
2023-10-09 13:30:00-04:00,255.80999755859375,260.1299133300781,255.77439880371094,260.0965881347656,14759016,0.0,0.0
2023-10-09 14:30:00-04:00,260.0799865722656,261.0400085449219,259.25,260.73748779296875,13470034,0.0,0.0
2023-10-09 15:30:00-04:00,260.7300109863281,261.3599853515625,259.2001037597656,259.6199951171875,7921383,0.0,0.0
2023-10-10 09:30:00-04:00,257.75,265.8985900878906,257.6499938964844,265.2349853515625,36007181,0.0,0.0
2023-10-10 10:30:00-04:00,265.25,268.7300109863281,265.2134094238281,268.375,22737464,0.0,0.0
2023-10-10 11:30:00-04:00,268.3999938964844,268.94000244140625,265.510009765625,266.54150390625,14215080,0.0,0.0
2023-10-10 12:30:00-04:00,266.54998779296875,266.8900146484375,262.8900146484375,264.3800048828125,15751578,0.0,0.0
2023-10-10 13:30:00-04:00,264.3800048828125,264.7499084472656,262.79998779296875,262.8605041503906,12499835,0.0,0.0
2023-10-10 14:30:00-04:00,262.8900146484375,265.6099853515625,262.8100891113281,264.239990234375,12377247,0.0,0.0
2023-10-10 15:30:00-04:00,264.25,264.5400085449219,263.3399963378906,263.55999755859375,6988772,0.0,0.0
2023-10-11 09:30:00-04:00,266.20001220703125,268.6000061035156,263.5799865722656,264.1400146484375,33035862,0.0,0.0
2023-10-11 10:30:00-04:00,264.1099853515625,266.45001220703125,263.0799865722656,264.1600036621094,16949645,0.0,0.0
2023-10-11 11:30:00-04:00,264.1600036621094,264.75,261.0400085449219,262.0,14815516,0.0,0.0
2023-10-11 12:30:00-04:00,262.0050048828125,263.17999267578125,261.30999755859375,261.9695129394531,9619845,0.0,0.0
2023-10-11 13:30:00-04:00,261.95001220703125,263.9599914550781,260.8999938964844,263.3299865722656,11007837,0.0,0.0
2023-10-11 14:30:00-04:00,263.3349914550781,264.1300048828125,262.2300109863281,263.2650146484375,9294410,0.0,0.0
2023-10-11 15:30:00-04:00,263.239990234375,263.8800048828125,262.9200134277344,262.95001220703125,6099867,0.0,0.0
2023-10-12 09:30:00-04:00,262.9200134277344,265.4100036621094,260.95001220703125,263.1221923828125,31837905,0.0,0.0
2023-10-12 10:30:00-04:00,263.1000061035156,264.0799865722656,261.4800109863281,263.2200012207031,15985392,0.0,0.0
2023-10-12 11:30:00-04:00,263.239990234375,264.9599914550781,262.9700927734375,264.4599914550781,11163363,0.0,0.0
2023-10-12 12:30:00-04:00,264.4800109863281,265.3900146484375,259.6400146484375,259.7699890136719,15612777,0.0,0.0
2023-10-12 13:30:00-04:00,259.760009765625,260.4100036621094,256.6307067871094,259.1000061035156,17129852,0.0,0.0
2023-10-12 14:30:00-04:00,259.0899963378906,259.4800109863281,257.9601135253906,258.30999755859375,10867227,0.0,0.0
2023-10-12 15:30:00-04:00,258.30999755859375,259.739990234375,258.239990234375,258.90399169921875,6735751,0.0,0.0
2023-10-13 09:30:00-04:00,258.8999938964844,259.6000061035156,254.88999938964844,255.24000549316406,29888643,0.0,0.0
2023-10-13 10:30:00-04:00,255.22999572753906,256.3799133300781,253.02000427246094,253.49000549316406,18566452,0.0,0.0
2023-10-13 11:30:00-04:00,253.50999450683594,254.36000061035156,252.4499969482422,253.82000732421875,13024907,0.0,0.0
2023-10-13 12:30:00-04:00,253.83700561523438,254.39939880371094,251.52000427246094,251.52659606933594,9604365,0.0,0.0
2023-10-13 13:30:00-04:00,251.52999877929688,252.27000427246094,250.38360595703125,250.72149658203125,10606198,0.0,0.0
2023-10-13 14:30:00-04:00,250.72999572753906,252.47999572753906,250.22000122070312,251.40499877929688,10432275,0.0,0.0
2023-10-13 15:30:00-04:00,251.42999267578125,251.6999969482422,250.22000122070312,251.1300048828125,7383274,0.0,0.0
2023-10-16 09:30:00-04:00,249.6490020751953,254.1699981689453,248.47999572753906,253.09730529785156,27961121,0.0,0.0
2023-10-16 10:30:00-04:00,253.10000610351562,253.8699951171875,251.8699951171875,252.41000366210938,13738741,0.0,0.0
2023-10-16 11:30:00-04:00,252.36000061035156,253.13999938964844,251.4499969482422,253.01119995117188,9676203,0.0,0.0
2023-10-16 12:30:00-04:00,253.0,253.37989807128906,250.82000732421875,251.9499053955078,8899066,0.0,0.0
2023-10-16 13:30:00-04:00,251.9600067138672,255.39990234375,251.7100067138672,254.5657958984375,11175073,0.0,0.0
2023-10-16 14:30:00-04:00,254.5500030517578,255.17999267578125,253.77999877929688,255.0,9180495,0.0,0.0
2023-10-16 15:30:00-04:00,255.0,255.2277069091797,253.67999267578125,253.97000122070312,5826028,0.0,0.0
2023-10-17 09:30:00-04:00,250.10000610351562,251.88999938964844,247.0800018310547,251.0200958251953,27008343,0.0,0.0
2023-10-17 10:30:00-04:00,251.0312957763672,254.37600708007812,250.8000946044922,253.82220458984375,15433527,0.0,0.0
2023-10-17 11:30:00-04:00,253.83999633789062,256.9299011230469,253.39999389648438,256.0,13744853,0.0,0.0
2023-10-17 12:30:00-04:00,255.97999572753906,257.1830139160156,254.3699951171875,254.41000366210938,10341532,0.0,0.0
2023-10-17 13:30:00-04:00,254.40379333496094,255.44000244140625,253.67250061035156,255.1300048828125,9778916,0.0,0.0
2023-10-17 14:30:00-04:00,255.1300048828125,256.218994140625,254.29409790039062,254.9199981689453,9261509,0.0,0.0
2023-10-17 15:30:00-04:00,254.9600067138672,255.05999755859375,253.9199981689453,254.85000610351562,5717077,0.0,0.0
2023-10-18 09:30:00-04:00,252.6999969482422,254.6300048828125,250.3800048828125,250.4781036376953,22850389,0.0,0.0
2023-10-18 10:30:00-04:00,250.44009399414062,250.4698944091797,247.0709991455078,248.0164031982422,19109225,0.0,0.0
2023-10-18 11:30:00-04:00,248.0,248.7198944091797,246.0,246.0399932861328,14340594,0.0,0.0
2023-10-18 12:30:00-04:00,246.0399932861328,246.27000427246094,243.01600646972656,245.24159240722656,17686254,0.0,0.0
2023-10-18 13:30:00-04:00,245.23590087890625,245.2799072265625,243.55999755859375,244.4199981689453,10955928,0.0,0.0
2023-10-18 14:30:00-04:00,244.42999267578125,244.7899932861328,242.0800018310547,242.79100036621094,13490807,0.0,0.0
2023-10-18 15:30:00-04:00,242.8300018310547,243.47999572753906,242.32000732421875,242.5500030517578,8220744,0.0,0.0
2023-10-19 09:30:00-04:00,225.9499969482422,230.61000061035156,222.22000122070312,222.60000610351562,56543625,0.0,0.0
2023-10-19 10:30:00-04:00,222.5800018310547,223.7899932861328,218.6699981689453,220.08999633789062,28166114,0.0,0.0
2023-10-19 11:30:00-04:00,220.07000732421875,223.08999633789062,219.47999572753906,221.56500244140625,19971959,0.0,0.0
2023-10-19 12:30:00-04:00,221.54469299316406,222.49000549316406,219.02000427246094,221.2550048828125,16926482,0.0,0.0
2023-10-19 13:30:00-04:00,221.27999877929688,221.42990112304688,218.72999572753906,218.86000061035156,13499492,0.0,0.0
2023-10-19 14:30:00-04:00,218.8699951171875,219.00999450683594,216.77999877929688,218.52000427246094,18814819,0.0,0.0
2023-10-19 15:30:00-04:00,218.57000732421875,221.0,217.30999755859375,220.11000061035156,11573432,0.0,0.0
2023-10-20 09:30:00-04:00,217.00999450683594,218.860595703125,214.0904998779297,215.16940307617188,39485045,0.0,0.0
2023-10-20 10:30:00-04:00,215.152099609375,215.83999633789062,211.32000732421875,211.639892578125,22488986,0.0,0.0
2023-10-20 11:30:00-04:00,211.63999938964844,213.39999389648438,210.4199981689453,212.4799041748047,20913419,0.0,0.0
2023-10-20 12:30:00-04:00,212.47999572753906,215.75,212.4300994873047,215.3520050048828,16420699,0.0,0.0
2023-10-20 13:30:00-04:00,215.3800048828125,215.72000122070312,211.72000122070312,211.91000366210938,13166571,0.0,0.0
2023-10-20 14:30:00-04:00,211.8800048828125,213.47999572753906,211.33999633789062,212.81919860839844,12440417,0.0,0.0
2023-10-20 15:30:00-04:00,212.80999755859375,213.3199005126953,211.65499877929688,211.92999267578125,9524762,0.0,0.0
2023-10-23 09:30:00-04:00,210.0,210.5800018310547,202.50999450683594,209.64990234375,47591091,0.0,0.0
2023-10-23 10:30:00-04:00,209.66000366210938,215.39999389648438,208.57000732421875,215.35000610351562,27189470,0.0,0.0
2023-10-23 11:30:00-04:00,215.3300018310547,216.11000061035156,213.14999389648438,214.63999938964844,20137832,0.0,0.0
2023-10-23 12:30:00-04:00,214.64999389648438,216.97999572753906,212.94000244140625,213.639892578125,16312360,0.0,0.0
2023-10-23 13:30:00-04:00,213.61000061035156,215.41000366210938,213.24440002441406,213.8000030517578,13595447,0.0,0.0
2023-10-23 14:30:00-04:00,213.80999755859375,214.5699005126953,211.4199981689453,211.88999938964844,13883409,0.0,0.0
2023-10-23 15:30:00-04:00,211.8699951171875,212.75999450683594,211.4199981689453,212.02999877929688,8194056,0.0,0.0
2023-10-24 09:30:00-04:00,216.5,222.0500030517578,214.82139587402344,220.3863067626953,39527562,0.0,0.0
2023-10-24 10:30:00-04:00,220.36000061035156,220.59640502929688,216.27999877929688,216.4949951171875,20064954,0.0,0.0
2023-10-24 11:30:00-04:00,216.47999572753906,217.63999938964844,215.0500030517578,215.5399932861328,14420997,0.0,0.0
2023-10-24 12:30:00-04:00,215.5500030517578,217.8300018310547,214.11000061035156,217.7050018310547,13466861,0.0,0.0
2023-10-24 13:30:00-04:00,217.6649932861328,218.32000732421875,216.39700317382812,216.8739013671875,11549914,0.0,0.0
2023-10-24 14:30:00-04:00,216.88499450683594,217.4600067138672,215.67999267578125,216.02999877929688,9612707,0.0,0.0
2023-10-24 15:30:00-04:00,216.0500030517578,216.94000244140625,215.89999389648438,216.55999755859375,6591954,0.0,0.0
2023-10-25 09:30:00-04:00,215.8800048828125,219.2799072265625,214.25999450683594,217.05499267578125,30510706,0.0,0.0
2023-10-25 10:30:00-04:00,217.10000610351562,220.10000610351562,216.9875946044922,218.67010498046875,19341376,0.0,0.0
2023-10-25 11:30:00-04:00,218.70989990234375,218.8800048828125,215.02999877929688,216.72540283203125,13100796,0.0,0.0
2023-10-25 12:30:00-04:00,216.7176055908203,217.14990234375,214.1199951171875,214.49000549316406,10910347,0.0,0.0
2023-10-25 13:30:00-04:00,214.47000122070312,215.77000427246094,212.94009399414062,214.80490112304688,12106958,0.0,0.0
2023-10-25 14:30:00-04:00,214.8000030517578,215.14999389648438,212.85000610351562,213.26600646972656,9743570,0.0,0.0
2023-10-25 15:30:00-04:00,213.27000427246094,213.83999633789062,212.1999969482422,212.39999389648438,6911629,0.0,0.0
2023-10-26 09:30:00-04:00,211.32000732421875,214.8000030517578,207.1199951171875,210.97999572753906,33908040,0.0,0.0
2023-10-26 10:30:00-04:00,210.94500732421875,213.00999450683594,208.27999877929688,208.82240295410156,18445782,0.0,0.0
2023-10-26 11:30:00-04:00,208.83999633789062,209.47000122070312,205.4199981689453,206.389892578125,15721328,0.0,0.0
2023-10-26 12:30:00-04:00,206.38999938964844,207.25,204.8800048828125,205.8419952392578,12869815,0.0,0.0
2023-10-26 13:30:00-04:00,205.8300018310547,208.0399932861328,205.22999572753906,207.5500030517578,10450028,0.0,0.0
2023-10-26 14:30:00-04:00,207.5200958251953,209.5699005126953,207.17100524902344,207.77000427246094,11041472,0.0,0.0
2023-10-26 15:30:00-04:00,207.75,207.7899932861328,205.2899932861328,205.6699981689453,8899208,0.0,0.0
2023-10-27 09:30:00-04:00,210.60000610351562,212.41000366210938,204.86000061035156,208.5,31284136,0.0,0.0
2023-10-27 10:30:00-04:00,208.52499389648438,214.63999938964844,203.38999938964844,210.07000732421875,15737816,0.0,0.0
2023-10-27 11:30:00-04:00,210.0800018310547,214.1999969482422,205.4499969482422,208.8000030517578,10958258,0.0,0.0
2023-10-27 12:30:00-04:00,208.8300018310547,209.2899932861328,207.14999389648438,208.08999633789062,8633384,0.0,0.0
2023-10-27 13:30:00-04:00,208.0850067138672,208.3863983154297,205.77000427246094,206.125,9544633,0.0,0.0
2023-10-27 14:30:00-04:00,206.15989685058594,207.7899932861328,205.80999755859375,207.3800048828125,9275447,0.0,0.0
2023-10-27 15:30:00-04:00,207.35000610351562,207.75999450683594,205.9499969482422,207.32989501953125,6696227,0.0,0.0
2023-10-30 09:30:00-04:00,209.0,211.35000610351562,198.2100067138672,201.44000244140625,31070587,0.0,0.0
2023-10-30 10:30:00-04:00,201.4499969482422,204.75999450683594,193.3699951171875,198.33990478515625,30474491,0.0,0.0
2023-10-30 11:30:00-04:00,198.31629943847656,203.5800018310547,194.3300018310547,198.20559692382812,15818940,0.0,0.0
2023-10-30 12:30:00-04:00,198.1999969482422,201.42999267578125,191.25,196.5850067138672,17441602,0.0,0.0
2023-10-30 13:30:00-04:00,196.61810302734375,198.47000122070312,195.75999450683594,195.7801055908203,13786774,0.0,0.0
2023-10-30 14:30:00-04:00,195.78500366210938,198.88999938964844,195.55999755859375,198.101806640625,14451916,0.0,0.0
2023-10-30 15:30:00-04:00,198.10000610351562,198.22000122070312,196.92999267578125,197.27000427246094,9325300,0.0,0.0
2023-10-31 09:30:00-04:00,196.1199951171875,201.16000366210938,194.07000732421875,199.1699981689453,39454094,0.0,0.0
2023-10-31 10:30:00-04:00,199.21670532226562,199.77000427246094,196.37109375,196.5500030517578,19001657,0.0,0.0
2023-10-31 11:30:00-04:00,196.57000732421875,198.8300018310547,196.5,197.69000244140625,12079171,0.0,0.0
2023-10-31 12:30:00-04:00,197.71449279785156,199.75,197.0500030517578,199.75,10983279,0.0,0.0
2023-10-31 13:30:00-04:00,199.74000549316406,202.58990478515625,199.44009399414062,201.03329467773438,14834115,0.0,0.0
2023-10-31 14:30:00-04:00,201.0699005126953,202.8000030517578,201.0330047607422,201.69500732421875,10925203,0.0,0.0
2023-10-31 15:30:00-04:00,201.6999969482422,201.6999969482422,200.35000610351562,200.8300018310547,6980022,0.0,0.0
2023-11-01 09:30:00-04:00,204.0399932861328,204.72999572753906,200.25999450683594,201.5301055908203,31508753,0.0,0.0
2023-11-01 10:30:00-04:00,201.54139709472656,201.74000549316406,197.85000610351562,198.87010192871094,19543293,0.0,0.0
2023-11-01 11:30:00-04:00,198.8699951171875,201.67999267578125,198.74009704589844,201.3300018310547,12685325,0.0,0.0
2023-11-01 12:30:00-04:00,201.33599853515625,202.22999572753906,200.1300048828125,201.07949829101562,10380737,0.0,0.0
2023-11-01 13:30:00-04:00,201.06959533691406,202.6999053955078,199.86000061035156,201.25,11692346,0.0,0.0
2023-11-01 14:30:00-04:00,201.21029663085938,204.8800048828125,200.6300048828125,204.16000366210938,21334200,0.0,0.0
2023-11-01 15:30:00-04:00,204.13999938964844,205.99000549316406,203.92999267578125,205.6999969482422,10095739,0.0,0.0
2023-11-02 09:30:00-04:00,212.97000122070312,219.19000244140625,211.4499969482422,216.43080139160156,43279127,0.0,0.0
2023-11-02 10:30:00-04:00,216.4459991455078,217.80999755859375,215.3699951171875,216.1387939453125,19064441,0.0,0.0
2023-11-02 11:30:00-04:00,216.12139892578125,218.1199951171875,215.6300048828125,216.9842071533203,15225671,0.0,0.0
2023-11-02 12:30:00-04:00,216.97000122070312,217.8000030517578,216.13999938964844,216.94000244140625,11584854,0.0,0.0
2023-11-02 13:30:00-04:00,216.9499969482422,218.65989685058594,216.6199951171875,218.2397003173828,9915434,0.0,0.0
2023-11-02 14:30:00-04:00,218.24000549316406,219.1999969482422,217.67010498046875,217.69009399414062,11727475,0.0,0.0
2023-11-02 15:30:00-04:00,217.68499755859375,218.63999938964844,217.1999969482422,218.52999877929688,9227487,0.0,0.0
2023-11-03 09:30:00-04:00,222.5,226.37010192871094,220.52999877929688,222.6199951171875,39000751,0.0,0.0
2023-11-03 10:30:00-04:00,222.593505859375,223.02000427246094,219.77000427246094,219.99000549316406,20820865,0.0,0.0
2023-11-03 11:30:00-04:00,220.02999877929688,221.66000366210938,218.5,220.9600067138672,16254887,0.0,0.0
2023-11-03 12:30:00-04:00,220.9698944091797,221.36000061035156,218.9199981689453,219.3332061767578,10953721,0.0,0.0
2023-11-03 13:30:00-04:00,219.33999633789062,220.24000549316406,218.39999389648438,220.17750549316406,10237326,0.0,0.0
2023-11-03 14:30:00-04:00,220.17999267578125,220.82000732421875,218.92010498046875,219.40069580078125,10784516,0.0,0.0
2023-11-03 15:30:00-04:00,219.39999389648438,220.16990661621094,218.64999389648438,219.9499969482422,8301320,0.0,0.0
2023-11-06 09:30:00-05:00,223.97999572753906,226.32000732421875,219.0500030517578,221.1199951171875,36890729,0.0,0.0
2023-11-06 10:30:00-05:00,221.16000366210938,222.0500030517578,219.27999877929688,220.47999572753906,16145450,0.0,0.0
2023-11-06 11:30:00-05:00,220.47000122070312,220.75,216.83999633789062,217.57000732421875,14515601,0.0,0.0
2023-11-06 12:30:00-05:00,217.58999633789062,217.71800231933594,215.0,215.80999755859375,13869546,0.0,0.0
2023-11-06 13:30:00-05:00,215.82989501953125,217.24000549316406,215.00999450683594,217.22500610351562,11929533,0.0,0.0
2023-11-06 14:30:00-05:00,217.22000122070312,219.4199981689453,216.89999389648438,219.3000030517578,13532016,0.0,0.0
2023-11-06 15:30:00-05:00,219.30999755859375,219.76589965820312,218.6999969482422,219.32000732421875,7503827,0.0,0.0
2023-11-07 09:30:00-05:00,219.97999572753906,220.9597930908203,215.72000122070312,217.1551971435547,31256091,0.0,0.0
2023-11-07 10:30:00-05:00,217.13999938964844,218.82989501953125,216.36000061035156,218.66200256347656,18019021,0.0,0.0
2023-11-07 11:30:00-05:00,218.66000366210938,219.72000122070312,216.97909545898438,218.05999755859375,13548682,0.0,0.0
2023-11-07 12:30:00-05:00,218.05999755859375,220.19000244140625,217.3000030517578,219.2375030517578,12643762,0.0,0.0
2023-11-07 13:30:00-05:00,219.26519775390625,222.0,219.22000122070312,221.97000122070312,14148966,0.0,0.0
2023-11-07 14:30:00-05:00,221.9873046875,222.75,220.5399932861328,222.6688995361328,14427966,0.0,0.0
2023-11-07 15:30:00-05:00,222.64999389648438,223.1199951171875,221.75999450683594,222.27000427246094,9599790,0.0,0.0
2023-11-08 09:30:00-05:00,223.14999389648438,224.14999389648438,217.86000061035156,218.25999450683594,30510256,0.0,0.0
2023-11-08 10:30:00-05:00,218.28990173339844,220.66000366210938,218.0,220.46029663085938,18283175,0.0,0.0
2023-11-08 11:30:00-05:00,220.4499969482422,221.2375030517578,218.0500030517578,218.3800048828125,14518568,0.0,0.0
2023-11-08 12:30:00-05:00,218.41000366210938,220.14999389648438,217.63999938964844,219.99000549316406,11122870,0.0,0.0
2023-11-08 13:30:00-05:00,220.0,221.4600067138672,219.8800048828125,220.9499969482422,10069584,0.0,0.0
2023-11-08 14:30:00-05:00,220.9597930908203,222.08999633789062,220.27999877929688,221.94000244140625,11159674,0.0,0.0
2023-11-08 15:30:00-05:00,221.94000244140625,222.9499969482422,221.4600067138672,222.10000610351562,7741544,0.0,0.0
2023-11-09 09:30:00-05:00,219.75,220.8000030517578,213.5200958251953,213.9801025390625,34009787,0.0,0.0
2023-11-09 10:30:00-05:00,213.97999572753906,215.3000030517578,213.1300048828125,213.3249969482422,19398099,0.0,0.0
2023-11-09 11:30:00-05:00,213.33999633789062,213.49920654296875,209.14999389648438,209.6363067626953,20708630,0.0,0.0
2023-11-09 12:30:00-05:00,209.60499572753906,210.41000366210938,207.02000427246094,209.10499572753906,19315028,0.0,0.0
2023-11-09 13:30:00-05:00,209.08999633789062,210.49000549316406,207.16000366210938,209.0,17218384,0.0,0.0
2023-11-09 14:30:00-05:00,208.9700927734375,209.53500366210938,206.67999267578125,208.13009643554688,16111476,0.0,0.0
2023-11-09 15:30:00-05:00,208.1649932861328,210.53990173339844,208.11000061035156,209.94000244140625,10880671,0.0,0.0
2023-11-10 09:30:00-05:00,208.9499053955078,213.67999267578125,205.69000244140625,207.0998992919922,40025319,0.0,0.0
2023-11-10 10:30:00-05:00,207.06170654296875,211.24000549316406,206.63999938964844,210.42999267578125,20890699,0.0,0.0
2023-11-10 11:30:00-05:00,210.42999267578125,213.17999267578125,209.27999877929688,212.64999389648438,18007884,0.0,0.0
2023-11-10 12:30:00-05:00,212.6300048828125,213.4600067138672,211.9199981689453,213.22999572753906,12798562,0.0,0.0
2023-11-10 13:30:00-05:00,213.22000122070312,215.3800048828125,213.22000122070312,214.80999755859375,14355739,0.0,0.0
2023-11-10 14:30:00-05:00,214.80999755859375,215.35000610351562,213.6199951171875,214.8697052001953,12286516,0.0,0.0
2023-11-10 15:30:00-05:00,214.86000061035156,215.02890014648438,213.97999572753906,214.69000244140625,8968876,0.0,0.0
2023-11-13 09:30:00-05:00,215.60000610351562,220.4199981689453,211.610107421875,219.98500061035156,38837399,0.0,0.0
2023-11-13 10:30:00-05:00,219.97000122070312,223.9199981689453,219.3699951171875,223.52999877929688,26384434,0.0,0.0
2023-11-13 11:30:00-05:00,223.5500030517578,225.39999389648438,222.7100067138672,224.1300048828125,20160326,0.0,0.0
2023-11-13 12:30:00-05:00,224.1011962890625,224.3300018310547,221.57000732421875,222.12130737304688,14999487,0.0,0.0
2023-11-13 13:30:00-05:00,222.1199951171875,224.88999938964844,221.77000427246094,224.86000061035156,13243605,0.0,0.0
2023-11-13 14:30:00-05:00,224.8800048828125,224.97999572753906,222.86000061035156,224.0010986328125,13690039,0.0,0.0
2023-11-13 15:30:00-05:00,224.02000427246094,224.52999877929688,223.47999572753906,223.7050018310547,8768935,0.0,0.0
2023-11-14 09:30:00-05:00,233.83999633789062,235.58999633789062,230.72000122070312,232.7899932861328,51324486,0.0,0.0
2023-11-14 10:30:00-05:00,232.8000030517578,235.2635040283203,232.3699951171875,233.99000549316406,20785779,0.0,0.0
2023-11-14 11:30:00-05:00,233.96009826660156,235.9499969482422,233.10000610351562,234.0491943359375,16685866,0.0,0.0
2023-11-14 12:30:00-05:00,234.0500030517578,236.36399841308594,234.04010009765625,236.08999633789062,13199711,0.0,0.0
2023-11-14 13:30:00-05:00,236.10499572753906,236.57000732421875,234.05999755859375,236.0850067138672,14219150,0.0,0.0
2023-11-14 14:30:00-05:00,236.0751953125,237.97999572753906,235.86000061035156,237.8699951171875,16513111,0.0,0.0
2023-11-14 15:30:00-05:00,237.87989807128906,238.13499450683594,236.72000122070312,237.40499877929688,11374764,0.0,0.0
2023-11-15 09:30:00-05:00,239.2899932861328,243.1999969482422,236.4499969482422,242.16380310058594,46297114,0.0,0.0
2023-11-15 10:30:00-05:00,242.1699981689453,246.6999969482422,242.11000061035156,246.07859802246094,27445491,0.0,0.0
2023-11-15 11:30:00-05:00,246.07989501953125,246.13999938964844,241.6199951171875,243.89010620117188,20452799,0.0,0.0
2023-11-15 12:30:00-05:00,243.8800048828125,245.1699981689453,240.45030212402344,242.30999755859375,18253841,0.0,0.0
2023-11-15 13:30:00-05:00,242.32000732421875,244.139892578125,242.1699981689453,243.9250030517578,12956141,0.0,0.0
2023-11-15 14:30:00-05:00,243.92999267578125,244.4600067138672,242.72999572753906,244.02000427246094,12667963,0.0,0.0
2023-11-15 15:30:00-05:00,244.02999877929688,244.25999450683594,242.48809814453125,242.9250030517578,8471565,0.0,0.0
2023-11-16 09:30:00-05:00,239.49000549316406,240.8800048828125,236.00999450683594,237.10000610351562,37149514,0.0,0.0
2023-11-16 10:30:00-05:00,237.1300048828125,237.60000610351562,234.3000030517578,235.57989501953125,23774206,0.0,0.0
2023-11-16 11:30:00-05:00,235.55999755859375,236.42999267578125,234.5301055908203,235.8000030517578,15501513,0.0,0.0
2023-11-16 12:30:00-05:00,235.8000030517578,236.75,233.52999877929688,233.72999572753906,14225827,0.0,0.0
2023-11-16 13:30:00-05:00,233.77000427246094,234.32000732421875,230.9600067138672,232.04519653320312,18437594,0.0,0.0
2023-11-16 14:30:00-05:00,232.04989624023438,233.4499969482422,231.66000366210938,232.7100067138672,13546671,0.0,0.0
2023-11-16 15:30:00-05:00,232.75,234.5,232.28309631347656,233.5,9973675,0.0,0.0
2023-11-17 09:30:00-05:00,232.0,232.8699951171875,226.5399932861328,231.53550720214844,43701914,0.0,0.0
2023-11-17 10:30:00-05:00,231.5,236.13999938964844,230.75999450683594,235.75990295410156,27528274,0.0,0.0
2023-11-17 11:30:00-05:00,235.72500610351562,236.3300018310547,234.0800018310547,234.7100067138672,16944508,0.0,0.0
2023-11-17 12:30:00-05:00,234.7095947265625,237.0800018310547,234.25,236.52000427246094,13937328,0.0,0.0
2023-11-17 13:30:00-05:00,236.5500030517578,237.38999938964844,234.3074951171875,235.11000061035156,14363290,0.0,0.0
2023-11-17 14:30:00-05:00,235.1300048828125,235.35000610351562,233.4499969482422,234.68809509277344,14676484,0.0,0.0
2023-11-17 15:30:00-05:00,234.69000244140625,234.92999267578125,234.10000610351562,234.47999572753906,8018848,0.0,0.0
2023-11-20 09:30:00-05:00,234.0399932861328,236.1699981689453,231.02000427246094,233.74000549316406,38050018,0.0,0.0
2023-11-20 10:30:00-05:00,233.78660583496094,235.18600463867188,231.8300018310547,234.19000244140625,19699489,0.0,0.0
2023-11-20 11:30:00-05:00,234.1699981689453,235.1999969482422,233.5399932861328,233.77999877929688,12221340,0.0,0.0
